epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,6522.88,0.65092,0.97219,1.09313,0.78552,0.76849,0.83159,0.72743,0.52974,0.7651,1.05104,0.003895,0.003895,0.003895
187,6557,0.65117,0.95312,1.08917,0.78508,0.76888,0.8323,0.72827,0.52973,0.76471,1.05105,0.003862,0.003862,0.003862
188,6591.32,0.6529,0.96367,1.09339,0.79066,0.76461,0.83205,0.7279,0.52959,0.76414,1.051,0.003829,0.003829,0.003829
189,6625.44,0.64537,0.95212,1.08804,0.78801,0.76638,0.8321,0.72781,0.52954,0.76346,1.05095,0.003796,0.003796,0.003796
190,6659.72,0.64673,0.94476,1.08888,0.79385,0.76489,0.83251,0.72785,0.52962,0.76302,1.05095,0.003763,0.003763,0.003763
191,6693.71,0.64542,0.95103,1.08487,0.7986,0.75662,0.83296,0.72824,0.52967,0.76296,1.05095,0.00373,0.00373,0.00373
192,6728.21,0.63916,0.93594,1.08449,0.7994,0.75648,0.83361,0.72879,0.52955,0.7627,1.05083,0.003697,0.003697,0.003697
193,6762.31,0.6476,0.9457,1.08747,0.80149,0.75655,0.8336,0.72898,0.52946,0.76267,1.05073,0.003664,0.003664,0.003664
194,6796.52,0.64213,0.93616,1.0853,0.79924,0.75826,0.83376,0.72891,0.5294,0.762,1.0507,0.003631,0.003631,0.003631
195,6831.14,0.6327,0.92234,1.07976,0.7977,0.75956,0.83398,0.72914,0.52937,0.76169,1.0507,0.003598,0.003598,0.003598
196,6865.49,0.64012,0.92888,1.08455,0.8027,0.75564,0.83418,0.72927,0.52944,0.76146,1.05085,0.003565,0.003565,0.003565
197,6900.07,0.63713,0.91974,1.08191,0.79681,0.75911,0.83451,0.7301,0.52932,0.76096,1.05082,0.003532,0.003532,0.003532
198,6934.36,0.63467,0.92307,1.07849,0.79543,0.7601,0.8342,0.72972,0.52925,0.76031,1.05076,0.003499,0.003499,0.003499
199,6971.94,0.63549,0.91792,1.08273,0.79832,0.75882,0.83444,0.7298,0.52921,0.75984,1.05074,0.003466,0.003466,0.003466
200,7019.8,0.63284,0.92323,1.08108,0.79914,0.75858,0.83485,0.7299,0.52922,0.75936,1.05085,0.003433,0.003433,0.003433
201,7067.78,0.63889,0.92005,1.08619,0.79979,0.75862,0.8351,0.72993,0.52916,0.75934,1.0508,0.0034,0.0034,0.0034
202,7103.62,0.63375,0.91032,1.08179,0.79805,0.76004,0.83562,0.73099,0.5291,0.7587,1.05068,0.003367,0.003367,0.003367
203,7137.8,0.6341,0.90858,1.08011,0.80033,0.76077,0.83553,0.73078,0.52907,0.75861,1.05075,0.003334,0.003334,0.003334
204,7171.75,0.63201,0.90511,1.07809,0.79669,0.76341,0.83575,0.73062,0.52912,0.75822,1.05078,0.003301,0.003301,0.003301
205,7205.93,0.6279,0.90339,1.07506,0.79523,0.76651,0.83589,0.73033,0.52916,0.75822,1.05076,0.003268,0.003268,0.003268
206,7239.88,0.63586,0.91442,1.08549,0.78521,0.77541,0.83648,0.73133,0.52901,0.75771,1.05068,0.003235,0.003235,0.003235
207,7274.08,0.63392,0.90461,1.08395,0.7856,0.77539,0.83629,0.73165,0.52891,0.75775,1.05062,0.003202,0.003202,0.003202
208,7308.33,0.63334,0.896,1.0794,0.78663,0.77586,0.8371,0.73158,0.52875,0.75758,1.0505,0.003169,0.003169,0.003169
209,7342.5,0.62995,0.90233,1.07731,0.7867,0.77633,0.83669,0.73131,0.52876,0.75744,1.05053,0.003136,0.003136,0.003136
210,7377.15,0.6318,0.9018,1.07795,0.78439,0.77807,0.83684,0.73157,0.52876,0.75747,1.05057,0.003103,0.003103,0.003103
211,7411.27,0.62763,0.89064,1.07564,0.78503,0.77747,0.83669,0.73125,0.52876,0.75691,1.05048,0.00307,0.00307,0.00307
212,7445.99,0.63167,0.88447,1.08075,0.78484,0.77889,0.83668,0.73159,0.52871,0.75667,1.05041,0.003037,0.003037,0.003037
213,7479.81,0.63157,0.89514,1.08265,0.78552,0.77825,0.8369,0.73214,0.52869,0.75666,1.05036,0.003004,0.003004,0.003004
214,7514.21,0.62146,0.86223,1.07269,0.78676,0.77876,0.83706,0.73198,0.52871,0.75633,1.05039,0.002971,0.002971,0.002971
215,7548.2,0.62174,0.87461,1.07475,0.78855,0.77909,0.83725,0.73224,0.5288,0.75606,1.05035,0.002938,0.002938,0.002938
216,7582.71,0.61902,0.8669,1.07175,0.78887,0.77996,0.83733,0.73234,0.52879,0.75582,1.0503,0.002905,0.002905,0.002905
217,7616.95,0.61843,0.87597,1.07412,0.78964,0.78047,0.83753,0.73276,0.52864,0.75551,1.05009,0.002872,0.002872,0.002872
218,7651.16,0.62126,0.8805,1.0706,0.78986,0.78042,0.83753,0.73257,0.52854,0.75564,1.04998,0.002839,0.002839,0.002839
219,7685.54,0.62005,0.86816,1.0705,0.79051,0.78065,0.8379,0.73331,0.52846,0.75516,1.04992,0.002806,0.002806,0.002806
220,7719.8,0.61882,0.86838,1.075,0.79157,0.7802,0.83791,0.73339,0.52837,0.755,1.04984,0.002773,0.002773,0.002773
221,7754.59,0.6235,0.87754,1.07769,0.79332,0.77876,0.83787,0.73296,0.5282,0.75499,1.04968,0.00274,0.00274,0.00274
222,7788.53,0.61294,0.85533,1.0679,0.79448,0.77778,0.83798,0.73359,0.5282,0.7548,1.04959,0.002707,0.002707,0.002707
223,7822.66,0.618,0.8545,1.06854,0.79558,0.77633,0.83778,0.73349,0.52828,0.75493,1.04961,0.002674,0.002674,0.002674
224,7856.54,0.61858,0.852,1.07242,0.79669,0.77658,0.83802,0.73356,0.5283,0.75471,1.04959,0.002641,0.002641,0.002641
225,7891,0.61057,0.83783,1.06848,0.79506,0.77741,0.8381,0.73372,0.52822,0.75465,1.04938,0.002608,0.002608,0.002608
226,7925.1,0.61796,0.85382,1.0741,0.79754,0.77451,0.83815,0.73416,0.52812,0.75467,1.04926,0.002575,0.002575,0.002575
227,7959.85,0.61104,0.83529,1.06952,0.80065,0.7722,0.83859,0.7341,0.52784,0.75471,1.04882,0.002542,0.002542,0.002542
228,7993.94,0.61305,0.84282,1.06759,0.80111,0.77145,0.83854,0.73431,0.52778,0.75462,1.04883,0.002509,0.002509,0.002509
229,8028.7,0.6061,0.8367,1.06626,0.80184,0.77063,0.83873,0.7348,0.52803,0.7544,1.04905,0.002476,0.002476,0.002476
230,8062.98,0.6118,0.84633,1.06802,0.80072,0.77257,0.83837,0.73435,0.52785,0.75437,1.04891,0.002443,0.002443,0.002443
231,8097.29,0.60341,0.82983,1.06462,0.79957,0.77351,0.83835,0.73404,0.52755,0.7541,1.04855,0.00241,0.00241,0.00241
232,8131.38,0.61217,0.84058,1.07017,0.79737,0.77745,0.83894,0.73462,0.52775,0.75394,1.04888,0.002377,0.002377,0.002377
233,8165.45,0.60435,0.83116,1.06825,0.79393,0.78119,0.839,0.73485,0.52743,0.7541,1.04852,0.002344,0.002344,0.002344
234,8199.75,0.60683,0.83308,1.06553,0.79606,0.77923,0.839,0.73508,0.52743,0.75393,1.04859,0.002311,0.002311,0.002311
235,8233.89,0.60741,0.83128,1.0657,0.79895,0.77686,0.83917,0.73485,0.52751,0.75378,1.04865,0.002278,0.002278,0.002278
236,8268.45,0.60587,0.83356,1.0649,0.79875,0.7771,0.83909,0.73506,0.52744,0.75377,1.04861,0.002245,0.002245,0.002245
237,8302.65,0.60241,0.82695,1.06341,0.79557,0.78051,0.83952,0.7352,0.52723,0.75342,1.04846,0.002212,0.002212,0.002212
238,8336.87,0.60055,0.81976,1.06239,0.79565,0.78013,0.8394,0.73497,0.52717,0.75296,1.04834,0.002179,0.002179,0.002179
239,8371.12,0.60029,0.81271,1.06267,0.79427,0.78177,0.8398,0.73541,0.52716,0.75299,1.04833,0.002146,0.002146,0.002146
240,8405.47,0.5968,0.80917,1.05857,0.79628,0.78004,0.8397,0.73551,0.5272,0.75275,1.04826,0.002113,0.002113,0.002113
241,8439.62,0.59766,0.80849,1.06129,0.79391,0.78249,0.84027,0.73592,0.52717,0.75272,1.04821,0.00208,0.00208,0.00208
242,8474.12,0.59374,0.80478,1.06139,0.79657,0.78133,0.8403,0.73596,0.52701,0.7527,1.04814,0.002047,0.002047,0.002047
243,8508.49,0.59867,0.80319,1.06155,0.79697,0.78012,0.8403,0.73626,0.52697,0.75296,1.04818,0.002014,0.002014,0.002014
244,8542.98,0.59684,0.79837,1.06034,0.7957,0.78227,0.83987,0.73632,0.52688,0.75287,1.0481,0.001981,0.001981,0.001981
245,8577.18,0.59439,0.80689,1.05949,0.79701,0.78154,0.84026,0.73641,0.52687,0.75285,1.04804,0.001948,0.001948,0.001948
246,8611.89,0.59436,0.79986,1.06003,0.79608,0.78267,0.84023,0.73624,0.52681,0.75292,1.04801,0.001915,0.001915,0.001915
247,8645.89,0.58582,0.7863,1.05191,0.79736,0.781,0.84,0.73585,0.52675,0.75275,1.04797,0.001882,0.001882,0.001882
248,8680,0.58935,0.78857,1.05918,0.80071,0.77681,0.84008,0.73597,0.52683,0.75266,1.04792,0.001849,0.001849,0.001849
249,8714.51,0.59246,0.79513,1.06315,0.79949,0.77715,0.83974,0.73584,0.52678,0.753,1.04792,0.001816,0.001816,0.001816
250,8748.72,0.58303,0.77612,1.05574,0.80193,0.77488,0.84002,0.7361,0.52682,0.75267,1.04794,0.001783,0.001783,0.001783
251,8783.04,0.59042,0.79511,1.05809,0.79969,0.77727,0.84034,0.73628,0.527,0.75252,1.048,0.00175,0.00175,0.00175
252,8817.19,0.58516,0.78275,1.05426,0.80203,0.7753,0.83979,0.73575,0.527,0.75231,1.04803,0.001717,0.001717,0.001717
253,8851.39,0.5836,0.77569,1.05418,0.80325,0.77408,0.83995,0.73577,0.52692,0.75229,1.0479,0.001684,0.001684,0.001684
254,8885.42,0.58238,0.78015,1.05353,0.80405,0.77366,0.83977,0.73558,0.52712,0.75233,1.04817,0.001651,0.001651,0.001651
255,8919.76,0.58627,0.7801,1.05468,0.80468,0.77301,0.83961,0.73549,0.52715,0.75248,1.04806,0.001618,0.001618,0.001618
256,8953.8,0.58731,0.77533,1.05618,0.8047,0.77339,0.83999,0.73623,0.52717,0.75263,1.04804,0.001585,0.001585,0.001585
257,8987.96,0.58383,0.7727,1.05258,0.80766,0.77176,0.84008,0.73634,0.52715,0.75292,1.04803,0.001552,0.001552,0.001552
258,9022.2,0.58382,0.77085,1.05334,0.80577,0.77282,0.84005,0.7362,0.52717,0.75284,1.0481,0.001519,0.001519,0.001519
259,9056.5,0.58021,0.76364,1.05336,0.8046,0.77446,0.84009,0.73613,0.52732,0.75289,1.04819,0.001486,0.001486,0.001486
260,9090.64,0.57698,0.75306,1.04965,0.80409,0.77434,0.8406,0.73656,0.52743,0.75278,1.04817,0.001453,0.001453,0.001453
261,9125.19,0.57426,0.75712,1.04675,0.80492,0.77419,0.84057,0.73654,0.5275,0.75301,1.04825,0.00142,0.00142,0.00142
262,9159.11,0.57872,0.76061,1.0536,0.80291,0.77579,0.84072,0.73678,0.52757,0.75279,1.04832,0.001387,0.001387,0.001387
263,9193.25,0.57962,0.75031,1.05135,0.80369,0.77412,0.84095,0.73725,0.5277,0.75272,1.04841,0.001354,0.001354,0.001354
264,9227.4,0.57708,0.75633,1.04867,0.8021,0.7745,0.84065,0.7367,0.52802,0.75312,1.04877,0.001321,0.001321,0.001321
265,9261.51,0.57472,0.75681,1.0486,0.80608,0.77132,0.84048,0.73672,0.52808,0.75317,1.04881,0.001288,0.001288,0.001288
266,9301.14,0.57668,0.7514,1.04837,0.80732,0.772,0.84049,0.7364,0.52817,0.75336,1.04888,0.001255,0.001255,0.001255
267,9348.77,0.5676,0.73952,1.04143,0.80705,0.77274,0.84045,0.73623,0.52824,0.7532,1.04891,0.001222,0.001222,0.001222
268,9397.18,0.57042,0.74366,1.04634,0.80691,0.77268,0.84062,0.73627,0.52827,0.75316,1.04894,0.001189,0.001189,0.001189
269,9434.94,0.57203,0.74916,1.04627,0.8061,0.77264,0.84073,0.73635,0.52828,0.75295,1.04903,0.001156,0.001156,0.001156
270,9469.38,0.56816,0.72951,1.04548,0.80536,0.77294,0.84059,0.73618,0.52838,0.75308,1.04911,0.001123,0.001123,0.001123
271,9503.36,0.56689,0.73448,1.04357,0.8045,0.77325,0.84072,0.73608,0.52842,0.7532,1.04913,0.00109,0.00109,0.00109
272,9537.7,0.56891,0.7372,1.04583,0.79918,0.77777,0.84087,0.73672,0.5285,0.75309,1.04922,0.001057,0.001057,0.001057
273,9571.69,0.56609,0.73174,1.04422,0.8035,0.77411,0.84083,0.73641,0.52848,0.75327,1.04927,0.001024,0.001024,0.001024
274,9605.77,0.56575,0.73187,1.04376,0.8028,0.77487,0.84092,0.73618,0.52849,0.75346,1.04937,0.000991,0.000991,0.000991
275,9640.13,0.5642,0.72331,1.0421,0.80471,0.77278,0.84088,0.73577,0.52854,0.75326,1.04935,0.000958,0.000958,0.000958
276,9674.71,0.56081,0.72594,1.04422,0.80477,0.77248,0.84113,0.73627,0.52856,0.75326,1.04945,0.000925,0.000925,0.000925
277,9709.03,0.55842,0.72399,1.03981,0.80527,0.77144,0.84117,0.73629,0.52866,0.75299,1.04948,0.000892,0.000892,0.000892
278,9743.84,0.56393,0.71952,1.04424,0.8064,0.77128,0.84097,0.73627,0.52871,0.75275,1.04951,0.000859,0.000859,0.000859
279,9778.09,0.55802,0.71196,1.04006,0.8061,0.77231,0.84107,0.73632,0.52874,0.75263,1.04959,0.000826,0.000826,0.000826
280,9812.18,0.55829,0.70997,1.04162,0.80325,0.77277,0.8412,0.7364,0.5287,0.7527,1.04959,0.000793,0.000793,0.000793
281,9846.58,0.5576,0.72127,1.04143,0.80471,0.77398,0.84139,0.73691,0.52865,0.75276,1.04961,0.00076,0.00076,0.00076
282,9880.81,0.55386,0.7005,1.0359,0.80336,0.77523,0.84138,0.73708,0.52867,0.7532,1.04969,0.000727,0.000727,0.000727
283,9915.71,0.55554,0.70988,1.03716,0.80211,0.77559,0.8412,0.737,0.52867,0.75309,1.04978,0.000694,0.000694,0.000694
284,9950.07,0.55007,0.70158,1.03431,0.80157,0.77663,0.84119,0.73707,0.52869,0.75287,1.04981,0.000661,0.000661,0.000661
285,9984.3,0.55275,0.70706,1.03706,0.8027,0.77598,0.84129,0.73704,0.52862,0.75286,1.04992,0.000628,0.000628,0.000628
286,10018.5,0.54666,0.69089,1.03334,0.80246,0.77554,0.84132,0.73743,0.52864,0.75275,1.05001,0.000595,0.000595,0.000595
287,10052.8,0.55122,0.7052,1.03659,0.80849,0.77253,0.84134,0.73715,0.52858,0.75273,1.04998,0.000562,0.000562,0.000562
288,10086.8,0.54851,0.69345,1.03442,0.80436,0.77514,0.84137,0.7372,0.52862,0.75229,1.05001,0.000529,0.000529,0.000529
289,10121.2,0.55229,0.70375,1.03794,0.80978,0.76991,0.84155,0.73771,0.52865,0.75234,1.05,0.000496,0.000496,0.000496
290,10155.2,0.55315,0.70341,1.03762,0.80637,0.77275,0.84164,0.7376,0.52863,0.7522,1.05004,0.000463,0.000463,0.000463
291,10192.8,0.3597,0.26754,0.91722,0.80749,0.77196,0.84169,0.7375,0.52859,0.75227,1.05014,0.00043,0.00043,0.00043
292,10226.7,0.34891,0.2477,0.90759,0.80713,0.7724,0.84183,0.73758,0.52867,0.75246,1.05035,0.000397,0.000397,0.000397
293,10260.9,0.34413,0.24565,0.90577,0.80889,0.77268,0.84197,0.73746,0.52859,0.75269,1.05035,0.000364,0.000364,0.000364
294,10294.9,0.34122,0.23671,0.89989,0.80527,0.77487,0.84183,0.7373,0.52853,0.753,1.05039,0.000331,0.000331,0.000331
295,10329,0.33981,0.23415,0.89821,0.80519,0.77526,0.84169,0.73723,0.52845,0.75325,1.05044,0.000298,0.000298,0.000298
296,10363.1,0.33601,0.23413,0.89745,0.80403,0.77615,0.84182,0.73713,0.52835,0.75356,1.05045,0.000265,0.000265,0.000265
297,10397,0.33325,0.22927,0.89909,0.80445,0.77611,0.84178,0.73759,0.52824,0.7534,1.05051,0.000232,0.000232,0.000232
298,10431.3,0.33487,0.23244,0.89717,0.80372,0.77614,0.84162,0.73745,0.52814,0.7537,1.05058,0.000199,0.000199,0.000199
299,10465.4,0.33399,0.22721,0.89975,0.80398,0.77678,0.84172,0.73761,0.5279,0.75356,1.05044,0.000166,0.000166,0.000166
300,10499.9,0.33132,0.22596,0.89319,0.80425,0.77578,0.84164,0.73738,0.52788,0.75409,1.0505,0.000133,0.000133,0.000133
