epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
77,2426.42,0.01096,0.79192,1.08868,0.8184,0.77874,0.84477,0.75111,0.00799,0.67858,1.0231,0.00849929,0.00849929,0.00849929
78,2456.42,0.01093,0.78996,1.09212,0.83132,0.77684,0.84421,0.74925,0.00803,0.6822,1.02326,0.00847954,0.00847954,0.00847954
79,2492.52,0.01096,0.79104,1.09204,0.81859,0.78158,0.84305,0.7479,0.00804,0.67958,1.02616,0.0084598,0.0084598,0.0084598
80,2526.87,0.01092,0.79531,1.08943,0.82247,0.78426,0.84476,0.75004,0.00797,0.67234,1.01942,0.00844005,0.00844005,0.00844005
81,2556.5,0.01091,0.7812,1.08848,0.81802,0.7898,0.8465,0.7536,0.00795,0.67103,1.01609,0.0084203,0.0084203,0.0084203
82,2586.47,0.01087,0.77883,1.09002,0.80765,0.79395,0.8469,0.75289,0.00796,0.67009,1.0198,0.00840056,0.00840056,0.00840056
83,2616.41,0.01095,0.77504,1.09022,0.8142,0.79132,0.84787,0.75465,0.00799,0.66512,1.01849,0.00838081,0.00838081,0.00838081
84,2651.4,0.01085,0.77777,1.08963,0.80653,0.79663,0.84866,0.75537,0.00796,0.67006,1.01983,0.00836107,0.00836107,0.00836107
85,2687.28,0.01086,0.76953,1.08934,0.81869,0.78029,0.84847,0.75525,0.00797,0.669,1.0225,0.00834132,0.00834132,0.00834132
86,2717.23,0.01082,0.75948,1.08274,0.79516,0.80431,0.84856,0.75702,0.00789,0.66847,1.01778,0.00832157,0.00832157,0.00832157
87,2747.23,0.01075,0.75892,1.08348,0.79051,0.80286,0.84677,0.75414,0.00793,0.66896,1.01993,0.00830183,0.00830183,0.00830183
88,2777.16,0.01071,0.7511,1.08223,0.8022,0.78901,0.84513,0.75192,0.00792,0.67568,1.01954,0.00828208,0.00828208,0.00828208
89,2807.05,0.01076,0.75596,1.08565,0.81721,0.77963,0.845,0.75098,0.00797,0.67507,1.0235,0.00826233,0.00826233,0.00826233
